Kanji,Meaning,Radicals,Sound
銀行,bank,Silver + Go,ぎんこう
行動,action,Go + Move,こうどう
行く,to go,Go,い
行う,to perform,Go,おこな
急行,hurrying (to somewhere),Hurry + Go,きゅうこう
孝行,filial piety,Filial Piety + Go,こうこう
行為,act,Go + Sake,こうい
進行,moving forward (e.g. of a vehicle),Advance + Go,しんこう
走行,"running (of a car, bus, etc.)",Run + Go,そうこう
徐行,going slowly (esp. to enable a vehicle to stop immediately),Gently + Go,じょこう
行き,the way there,Go,い
流行,fashion,Stream + Go,りゅうこう
並行,going side-by-side,Line Up + Go,へいこう
遂行,accomplishment,Accomplish + Go,すいこう
直行,going straight (to),Fix + Go,ちょっこう
直行,going straight (to),Fix + Go,ちょっこう
壮行,(rousing) send-off,Robust + Go,そうこう
壮行,(rousing) send-off,Robust + Go,そうこう
親孝行,filial piety,Parent + Filial Piety + Go,おやこうこう
旅行者,traveller,Trip + Go + Someone,りょこうしゃ
新婚旅行,honeymoon,New + Marriage + Trip + Go,しんこんりょこう
流行歌,popular song,Stream + Go + Song,りゅうこうか
施行,putting in force (a law),Carry Out + Go,しこう
刊行,publication,Edition + Go,かんこう
作文,"writing (an essay, prose, etc.)",Make + Writing,さくぶん
作家,author,Make + House,さっか
作品,"work (e.g. book, film, painting, composition)",Make + Product,さくひん
作業,work,Make + Business,さぎょう
作る,to make,Make,つく
作戦,tactics,Make + War,さくせん
操作,operation,Manipulate + Make,そうさ
傑作,masterpiece,Greatness + Make,けっさく
作者,creator (of a work),Make + Someone,さくしゃ
製作,manufacture,Manufacture + Make,せいさく
作用,action,Make + Task,さよう
原作,original work,Original + Make,げんさく
工作,handicraft,Construction + Make,こうさく
耕作,cultivation,Plow + Make,こうさく
著作権,copyright,Author + Make + Rights,ちょさくけん
著作,writing (a book),Author + Make,ちょさく
手作り,handmade,Hand + Make,てづく
稲作,rice cultivation,Rice Plant + Make,いなさく
作り方,style of building,Make + Direction,つくかた
会社,company,Meet + Company,かいしゃ
社会,society,Company + Meet,しゃかい
神社,Shinto shrine,God + Company,じんじゃ
社長,company president,Company + Long,しゃちょう
入社,joining a company,Enter + Company,にゅうしゃ
靖国神社,Yasukuni Shrine,Peaceful + Country + God + Company,やすくにじんじゃ
社会党,Socialist Party,Company + Meet + Group,しゃかいとう
社員,company employee,Company + Member,しゃいん
出版社,publisher,Exit + Edition + Company,しゅっぱんしゃ
本社,head office,Book + Company,ほんしゃ
社会福祉,social welfare,Company + Meet + Luck + Welfare,しゃかいふくし
社内,within a company,Company + Inside,しゃない
会社員,company employee,Meet + Company + Member,かいしゃいん
貿易会社,trading company,Trade + Easy + Meet + Company,ぼうえきがいしゃ
未来,(distant) future,Not Yet + Come,みらい
出来る,to be able to do,Exit + Come,でき
来週,next week,Come + Week,らいしゅう
来年,next year,Come + Year,らいねん
来月,next month,Come + Moon,らいげつ
再来年,year after next,Again + Come + Year,さらいねん
将来,future,Commander + Come,しょうらい
再来週,week after next,Again + Come + Week,さらいしゅう
再来月,month after next,Again + Come + Moon,さらいげつ
本来,originally,Book + Come,ほんらい
従来,up to now,Obey + Come,じゅうらい
外来,foreign,Outside + Come,がいらい
来る,to come (spatially or temporally),Come,く
古来,from ancient times,Old + Come,こらい
年来,of long standing,Year + Come,ねんらい
兄弟,siblings,Older Brother + Younger Brother,きょうだい
従兄弟,cousin (male),Obey + Older Brother + Younger Brother,いとこ
同じ,same,Same,おな
共同,cooperation,Together + Same,きょうどう
同僚,coworker,Same + Colleague,どうりょう
同時,same time,Same + Time,どうじ
同感,same feeling,Same + Feeling,どうかん
同盟,alliance,Same + Alliance,どうめい
同伴,accompanying,Same + Accompany,どうはん
同胞,brethren,Same + Cell,どうほう
同日,the same day,Same + Sun,どうじつ
呉越同舟,bitter enemies in the same boat,Give + Go Beyond + Same + Boat,ごえつどうしゅう
言葉,language,Say + Leaf,ことば
辞典,dictionary,Quit + Rule,じてん
言語,language,Say + Language,げんご
言う,to say,Say,い
方言,dialect,Direction + Say,ほうげん
助言,advice,Help + Say,じょげん
証言,testimony,Evidence + Say,しょうげん
言葉遣い,speech,Say + Leaf + Dispatch,ことばづか
独り言,soliloquy,Alone + Say,ひとごと
言い訳,excuse,Say + Translation,いわけ
宣言,declaration,Proclaim + Say,せんげん
無言,silence (not speaking),Nothing + Say,むごん
片言,prattle,One Sided + Say,かたこと
言い方,way of saying (something),Say + Direction,いかた
会社,company,Meet + Company,かいしゃ
会議,meeting,Meet + Deliberation,かいぎ
社会,society,Company + Meet,しゃかい
会話,conversation,Meet + Talk,かいわ
会議室,conference room,Meet + Deliberation + Room,かいぎしつ
議会,congress,Deliberation + Meet,ぎかい
会う,to meet,Meet,あ
宴会,party,Banquet + Meet,えんかい
機会,chance,Machine + Meet,きかい
出会う,to meet (by chance),Exit + Meet,であ
会員,member,Meet + Member,かいいん
都会,city,Metropolis + Meet,とかい
大会,mass meeting,Big + Meet,たいかい
協会,association,Cooperation + Meet,きょうかい
了解,comprehension,Finish + Untie,りょうかい
委員会,committee,Committee + Member + Meet,いいんかい
運動会,athletic meet (esp. at a school),Carry + Move + Meet,うんどうかい
博覧会,exhibition,Exhibition + Look At + Meet,はくらんかい
社会党,Socialist Party,Company + Meet + Group,しゃかいとう
忘年会,year-end party,Forget + Year + Meet,ぼうねんかい
社会福祉,social welfare,Company + Meet + Luck + Welfare,しゃかいふくし
展示会,exhibition,Expand + Indicate + Meet,てんじかい
会釈,slight bow (as a greeting or sign of gratitude),Meet + Explanation,えしゃく
英会話,English conversation,England + Meet + Talk,えいかいわ
会社員,company employee,Meet + Company + Member,かいしゃいん
飲み会,drinking party,Drink + Meet,のかい
舞踏会,ball,Dance + Step + Meet,ぶとうかい
貿易会社,trading company,Trade + Easy + Meet + Company,ぼうえきがいしゃ
貿易会社,trading company,Trade + Easy + Meet + Company,ぼうえきがいしゃ
近い,near,Near,ちか
近く,near,Near,ちか
近所,neighbourhood,Near + Place,きんじょ
最近,recently,Most + Near,さいきん
近視,myopia,Near + Look At,きんし
近頃,lately,Near + Approximate,ちかごろ
付近,neighborhood,Attach + Near,ふきん
近郊,outskirts,Near + Suburbs,きんこう
近づく,to approach,Near,ちか
近年,recent years,Near + Year,きんねん
近道,shorter way,Near + Road,ちかみち
近代的,modern,Near + Substitute + Target,きんだいてき
近隣,neighbourhood,Near + Neighbor,きんりん
近日,soon,Near + Sun,きんじつ
近距離,short distance,Near + Distance + Detach,きんきょり
考える,"to think (about, of)",Think,かんが
考え,thinking,Think,かんが
考慮,consideration,Think + Consider,こうりょ
考え方,way of thinking,Think + Direction,かんがかた
考古学,archaeology,Think + Old + Study,こうこがく
毎日,every day,Every + Sun,まいにち
毎朝,every morning,Every + Morning,まいあさ
毎年,every year,Every + Year,まいとし
毎晩,every night,Every + Night,まいばん
毎度,each time,Every + Degrees,まいど
丸ごと,in its entirety,Circle,まる
毎月,every month,Every + Moon,まいつき
毎回,every time,Every + Times,まいかい
青年,youth,Blue + Year,せいねん
青い,blue,Blue,あお
青銅,bronze,Blue + Copper,せいどう
青空,blue sky,Blue + Sky,あおぞら
入れ墨,tattoo (esp. a traditional Japanese one),Enter + Black Ink,いずみ
青葉,fresh leaves,Blue + Leaf,あおば
学校,school,Study + School,がっこう
大学,university,Big + Study,だいがく
数学,mathematics,Count + Study,すうがく
科学,science,Science + Study,かがく
文学,literature,Writing + Study,ぶんがく
入学,admission (to a school or university),Enter + Study,にゅうがく
医学,medical science,Medicine + Study,いがく
小学校,primary school,Small + Study + School,しょうがっこう
中学校,junior high school,Middle + Study + School,ちゅうがっこう
高等学校,senior high school,Tall + Equal + Study + School,こうとうがっこう
学者,scholar,Study + Someone,がくしゃ
留学,studying abroad,Detain + Study,りゅうがく
奨学金,scholarship,Encourage + Study + Gold,しょうがくきん
学期,school term,Study + Period Of Time,がっき
哲学,philosophy,Philosophy + Study,てつがく
学生,student (esp. a university student),Study + Life,がくせい
留学生,overseas student,Detain + Study + Life,りゅうがくせい
学年,academic year,Study + Year,がくねん
大学院,graduate school,Big + Study + Institution,だいがくいん
工学,engineering,Construction + Study,こうがく
大学生,university student,Big + Study + Life,だいがくせい
学問,study,Study + Problem,がくもん
学ぶ,to learn,Study,まな
小学生,elementary school student,Small + Study + Life,しょうがくせい
学歴,academic background,Study + Continuation,がくれき
生物学,biology,Life + Thing + Study,せいぶつがく
心理学,psychology,Heart + Reason + Study,しんりがく
幾何学,geometry,How Many + What + Study,きかがく
人類学,anthropology,Person + Type + Study,じんるいがく
独学,self-education,Alone + Study,どくがく
入学試験,entrance examination,Enter + Study + Try + Test,にゅうがくしけん
経済学,economics,Passage Of Time + Come To An End + Study,けいざいがく
倫理学,ethics,Ethics + Reason + Study,りんりがく
解剖学,anatomy,Untie + Divide + Study,かいぼうがく
中学生,junior high school student,Middle + Study + Life,ちゅうがくせい
学院,institute,Study + Institution,がくいん
薬学,(study of) pharmacy,Medicine + Study,やくがく
考古学,archaeology,Think + Old + Study,こうこがく
大学院生,graduate student,Big + Study + Institution + Life,だいがくいんせい
私立大学,private university,I + Stand + Big + Study,しりつだいがく
修辞学,rhetoric,Discipline + Quit + Study,しゅうじがく
休学,temporary absence from school,Rest + Study,きゅうがく
哲学者,philosopher,Philosophy + Study + Someone,てつがくしゃ
何故,why,What + Circumstance,なぜ
幾何学,geometry,How Many + What + Study,きかがく
何故なら,because,What + Circumstance,なぜ
何度,how many times,What + Degrees,なんど
何回,how many times,What + Times,なんかい
何千,many thousands,What + Thousand,なんぜん
いつ頃,about when,Approximate,ごろ
何時,what time,What + Time,なんじ
何年,how many years,What + Year,なんねん
何人,how many people,What + Person,なんにん
何日,what day,What + Sun,なんにち
体育,physical education,Body + Nurture,たいいく
液体,liquid,Fluid + Body,えきたい
死体,dead body,Death + Body,したい
体操,gymnastics,Body + Manipulate,たいそう
体積,capacity,Body + Accumulate,たいせき
大体,generally,Big + Body,だいたい
体力,physical strength,Body + Power,たいりょく
一体,(what) the heck,One + Body,いったい
体験,(practical) experience,Body + Test,たいけん
体重,(body) weight,Body + Heavy,たいじゅう
胴体,trunk,Torso + Body,どうたい
抗体,antibody,Confront + Body,こうたい
媒体,medium,Mediator + Body,ばいたい
体内,interior of the body,Body + Inside,たいない
失態,blunder,Fault + Appearance,しったい
遺体,(dead) body,Leave Behind + Body,いたい
体系的,systematic,Body + Lineage + Target,たいけいてき
名前,name,Name + Before,なまえ
午前,morning,Noon + Before,ごぜん
以前,before,By Means Of + Before,いぜん
お前,you,Before,まえ
当たり前,natural,Correct + Before,あまえ
建前,face,Build + Before,たてまえ
紀元前,pre-era,Account + Origin + Before,きげんぜん
駅前,in front of a station,Station + Before,えきまえ
当然,natural,Correct + Nature,とうぜん
寸前,just before,Measurement + Before,すんぜん
前兆,omen,Before + Omen,ぜんちょう
前回,previous time,Before + Times,ぜんかい
前面,front part,Before + Face,ぜんめん
前売り券,ticket sold in advance,Before + Sell + Ticket,まえうけん
地図,map,Earth + Diagram,ちず
地下鉄,subway,Earth + Below + Iron,ちかてつ
地震,earthquake,Earth + Earthquake,じしん
地球,Earth,Earth + Sphere,ちきゅう
地域,area,Earth + Region,ちいき
位置,place,Rank + Put,いち
地下,underground,Earth + Below,ちか
遊園地,amusement park,Play + Garden + Earth,ゆうえんち
地獄,hell realm,Earth + Prison,じごく
地理,geography,Earth + Reason,ちり
墓地,cemetery,Grave + Earth,ぼち
土地,plot of land,Dirt + Earth,とち
生地,cloth,Life + Earth,きじ
生地,cloth,Life + Earth,きじ
地帯,zone,Earth + Belt,ちたい
意地悪,malicious,Idea + Earth + Bad,いじわる
各地,each place,Each + Earth,かくち
地中海,Mediterranean Sea,Earth + Middle + Sea,ちちゅうかい
聖地,sacred place,Holy + Earth,せいち
路地,alley,Road + Earth,ろじ
草地,grassland,Grass + Earth,くさち
沼地,marshland,Bog + Earth,ぬまち
地面,ground,Earth + Face,じめん
地上,above ground,Earth + Above,ちじょう
窮地,dilemma,Destitute + Earth,きゅうち
地価,the price of land,Earth + Value,ちか
地中,in the ground,Earth + Middle,ちちゅう
気違い,madness,Energy + Different,きちが
